id,title,author,genre,description,rating,date,completed,age,free,link
112933,색으로 말하다,요한 / 김혜진,"옴니버스, 드라마","나주시 천연염색문화관을 중심으로노란 치자빛으로 행복을, 붉은 홍화빛으로 열정을, 파란 쪽빛으로 조화를 이야기하다",9.9,2010.03.13 00:12,TRUE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=112933
597449,샌프란시스코 화랑관,돌배,"스토리, 드라마",미국 샌프란시스코의 태권도장에서 일어나는각양각색 사람들의 진솔한 이야기,9.98,2016.03.09 23:06,TRUE,전체연령가,TRUE,https://comic.naver.com/webtoon/list?titleId=597449
786262,생존고백,박태현,"스토리, 로맨스",퇴마사가 귀신인 나에게 반해버렸다...?! 퇴마사로부터 살아남기 위해 거짓 고백을 해버린 한 귀신의 생존 서바이벌 연애기2021 지상최대공모전 1기 장려상 수상작,9.95,2022.06.04 22:50,FALSE,12세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=786262
773027,생존로그,이노,"스토리, 액션",구독자 300만을 자랑하는 위투버 '쌈쏜'은 다섯 명의 BJ들과 함께 무인도 섬에서 방송을 시작한다.  그들은 보다 자극적인 컨텐츠에 욕심이 생겨 섬의 더 깊은 곳으로 들어가고 무인도인줄 알았던 그곳에는 언제 지어졌는지 알 수 없는 낡은 벙커가 있다.  호기심과 두려움이 공존하던 그 때 일행을 위협하는 '무언가'의 습격이 시작된다.,9.85,2022.06.04 22:52,FALSE,15세 이용가,FALSE,https://comic.naver.com/webtoon/list?titleId=773027
25613,생활의참견,김양수,"에피소드, 일상","쉽게 지나치는 일상과 지나간 추억 속에서 발견하는 유쾌한 웃음,삶의 유머를 녹여낸 황당유쾌추억생활만화!",9.95,2017.09.03 23:24,TRUE,전체연령가,TRUE,https://comic.naver.com/webtoon/list?titleId=25613
758665,샤인 스타,김현,"스토리, 로맨스","전학생 선유별이 좋아하는 김샤인은 학교에서 유명한 달리기 스타. 잘생긴 얼굴에 뛰어난 운동신경!‘내가 지금보다 조금 더 빨라지면, 그래서 김샤인을 앞지를 정도로 빨라진다면 나를 바라봐 줄까?'달리기보다 잿밥에 관심 많은 달리기 천재 선유별과 오로지 달리기밖에 모르는 달리기 바보 김샤인, 육상부 소년소녀들의 좌충우돌 청춘 성장 드라마.",9.94,2022.06.04 22:55,FALSE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=758665
779644,샹치,진 루엔 양 / 다이크 루언,"스토리, 액션","지도자 젱 주의 죽음 이후 모습을 드러내지 않았던 사악한 고대 비밀 집단.하지만 힘의 균형을 맞추기 위해 그 후계자가 정해졌으니,바로 젱 주의 아들… 샹치다! 평탄치 않은 가족 재결합을 통해 샹치는자신에게 있는지도 몰랐던 형제자매의 존재를 알게 되는데,과연 믿어야 하는 이는 누구이며 그를 죽이려는 자는 누구인가?샹치는 목숨을 걸고 힘겹게 진실에 다가설 것이다.그런데 샹치를 구할 수 있는 사람이… 아버지라니? 그자는 죽은 것 아니었던가?!",7.97,2021.09.21 22:30,TRUE,12세 이용가,TRUE,https://comic.naver.com/webtoon/list?titleId=779644
622638,섀도우,유느지 / 해진,"스토리, 판타지","히어로와 빌런이 싸우고 간 뒷 이야기, 들어보셨나요? 
안지운과 동료들의 그림자 속 이야기.
<2013 대학만화 최강자전> 8강 진출작!",9.96,2014.07.27 23:15,TRUE,전체연령가,FALSE,https://comic.naver.com/webtoon/list?titleId=622638
657948,서북의 저승사자,양세준,"스토리, 판타지","""넌 내가 데려간다"" 저승사자와의 달콤 살벌한 고교 생활!",9.98,2018.09.26 23:30,TRUE,12세 이용가,TRUE,https://comic.naver.com/webtoon/list?titleId=657948
745474,서브 콤플렉스,소이,"에피소드, 로맨스",서브 병에 걸려 메인 남주보다 서브를 안쓰러워하며 사랑하는 연이.최근 빠진 순정만화에서 서브 남주 반하나가 죽는 걸 보고 울다 지쳐 잠이 들었는데 눈을 떠보니 만화 속 여주가 되었다.남주인 서늘을 제쳐두고 서브 남주에게 적극적인 구애를 하는 연이.그런데 점점 서늘이 안쓰럽게 느껴지는 건 서브 병 탓일까?,9.93,2021.04.11 23:11,TRUE,전체연령가,TRUE,https://comic.naver.com/webtoon/list?titleId=745474
